,year,month,true,predicted,true_movement,predicted_movement
0,2025,10,-24.707846410684475,-3.861678470988526,down,down
1,2025,11,-13.082039911308197,3.3703325534084314,down,up
2,2025,12,40.3061224489796,32.46670193470956,up,up
3,2026,1,-6.727272727272727,0.31580394336572226,down,up
4,2026,2,-13.64522417153996,-13.298569923119075,down,down
5,2026,3,4.966139954853288,19.40601377702174,up,up
6,2026,4,-13.978494623655925,-17.646045574830534,down,down
7,2026,5,10.000000000000009,-6.275455674747631,up,down
8,2026,6,-18.181818181818187,-8.250237953120319,down,down
9,2026,7,11.111111111111116,16.795186972376303,up,up
