,year,month,true,predicted,true_pct_change,predicted_pct_change,true_movement,predicted_movement
0,2025,10,660.0,556.7053993779463,0.25690344696248335,0.060189296092070466,up,up
1,2025,11,534.6,599.063043742454,-0.18999999999999995,0.07608628264040118,down,up
2,2025,12,609.0,647.273065290837,0.13916947250280587,0.0804757062749295,up,up
3,2026,1,635.0,611.793070703576,0.04269293924466333,-0.05481456975398624,up,down
4,2026,2,779.0,759.3224714297412,0.22677165354330708,0.24114264739301983,up,up
5,2026,3,810.0,815.6085667854227,0.03979460847240057,0.07412673465293262,up,up
6,2026,4,970.0,821.6068987068145,0.19753086419753085,0.007354424862202169,up,up
7,2026,5,1180.0,883.0658373459179,0.21649484536082464,0.07480333811198281,up,up
8,2026,6,963.0,936.1554215687859,-0.1838983050847458,0.060119621864696215,down,up
9,2026,7,1047.0,1090.1806967361053,0.08722741433021808,0.16452959799047884,up,up
