year,month_predicted,next_month_returns_prediction,r2_score,rmse,tp,tn,fp,fn,movement_accuracy,order,seasonal_order
2026,8,-1.169136432938445,0.03966226847680654,7.516563879923069,2,3,2,3,0.5,"(1, 1, 0)","(2, 0, 2, 12)"
