,year,month,true,predicted,true_movement,predicted_movement
0,2025,10,8.974358974358964,7.280688829715984,up,up
1,2025,11,-15.764705882352947,5.449043794952118,down,up
2,2025,12,34.078212290502805,9.784934198153813,up,up
3,2026,1,25.0,26.613444592612183,up,up
4,2026,2,23.33333333333334,6.6804969743807305,up,up
5,2026,3,2.567567567567574,0.5378753834204026,up,up
6,2026,4,7.707509881422925,4.968082696689721,up,up
7,2026,5,80.55045871559632,20.533343299753497,up,up
8,2026,6,0.0,21.551170702432792,down,up
9,2026,7,0.0,10.622076929789102,down,up
