id,symbol,date,open_price,close_price,volume,created_at,month,quarter,year,returns
45428,IKEJAHOTEL,2017-01-31,1.78,1.78,0,2026-04-08T02:43:03.07753+00:00,1,1,2017,
47251,IKEJAHOTEL,2017-02-28,1.78,1.78,0,2026-04-08T02:44:45.006295+00:00,2,1,2017,0.0
49367,IKEJAHOTEL,2017-03-31,1.78,1.78,0,2026-04-08T02:45:42.281198+00:00,3,1,2017,0.0
51194,IKEJAHOTEL,2017-04-28,1.78,1.78,0,2026-04-08T02:51:55.619599+00:00,4,2,2017,0.0
53117,IKEJAHOTEL,2017-05-31,1.78,1.78,0,2026-04-08T02:52:57.421655+00:00,5,2,2017,0.0
54957,IKEJAHOTEL,2017-06-30,1.78,1.78,0,2026-04-08T02:53:53.827964+00:00,6,2,2017,0.0
56787,IKEJAHOTEL,2017-07-31,1.78,1.78,0,2026-04-08T02:54:52.464984+00:00,7,3,2017,0.0
58903,IKEJAHOTEL,2017-08-31,1.78,1.78,0,2026-04-08T02:55:54.947048+00:00,8,3,2017,0.0
60559,IKEJAHOTEL,2017-09-29,1.78,1.78,0,2026-04-08T02:56:47.398677+00:00,9,3,2017,0.0
62491,IKEJAHOTEL,2017-10-31,1.78,1.78,0,2026-04-08T02:57:47.538171+00:00,10,4,2017,0.0
64515,IKEJAHOTEL,2017-11-30,1.78,1.78,0,2026-04-08T02:58:47.226359+00:00,11,4,2017,0.0
66171,IKEJAHOTEL,2017-12-29,1.78,1.78,0,2026-04-08T02:59:41.445401+00:00,12,4,2017,0.0
68103,IKEJAHOTEL,2018-01-31,1.78,1.78,0,2026-04-08T03:00:41.874276+00:00,1,1,2018,0.0
69667,IKEJAHOTEL,2018-02-28,1.78,1.78,0,2026-04-08T03:01:33.916623+00:00,2,1,2018,0.0
71507,IKEJAHOTEL,2018-03-29,1.78,1.78,0,2026-04-08T03:02:31.326472+00:00,3,1,2018,0.0
73266,IKEJAHOTEL,2018-04-30,1.78,1.78,0,2026-04-08T03:03:29.288658+00:00,4,2,2018,0.0
75033,IKEJAHOTEL,2018-05-31,2.51,2.51,33548,2026-04-08T03:04:33.384321+00:00,5,2,2018,41.01123595505616
76805,IKEJAHOTEL,2018-06-29,3.13,3.13,12465,2026-04-08T03:05:28.786725+00:00,6,2,2018,24.701195219123505
78885,IKEJAHOTEL,2018-07-31,3.13,3.13,197548,2026-04-08T03:06:33.766078+00:00,7,3,2018,0.0
80785,IKEJAHOTEL,2018-08-31,2.27,2.27,36000,2026-04-08T03:07:34.108038+00:00,8,3,2018,-27.47603833865815
82688,IKEJAHOTEL,2018-09-28,2.27,2.27,1711,2026-04-08T03:08:29.283021+00:00,9,3,2018,0.0
84830,IKEJAHOTEL,2018-10-31,2.27,2.27,0,2026-04-08T03:09:32.658485+00:00,10,4,2018,0.0
86870,IKEJAHOTEL,2018-11-30,1.68,1.68,141065,2026-04-08T03:10:32.706086+00:00,11,4,2018,-25.991189427312776
88396,IKEJAHOTEL,2018-12-31,1.53,1.53,100591,2026-04-08T03:11:26.963749+00:00,12,4,2018,-8.92857142857142
90436,IKEJAHOTEL,2019-01-31,1.5,1.5,92300,2026-04-08T03:12:45.452606+00:00,1,1,2019,-1.9607843137254943
92374,IKEJAHOTEL,2019-02-28,2.13,2.13,13000,2026-04-08T03:13:42.435587+00:00,2,1,2019,41.99999999999999
94516,IKEJAHOTEL,2019-03-29,1.88,1.88,427277,2026-04-08T03:14:41.061692+00:00,3,1,2019,-11.737089201877938
96541,IKEJAHOTEL,2019-04-30,1.75,1.75,61343,2026-04-08T03:15:39.499507+00:00,4,2,2019,-6.914893617021267
98692,IKEJAHOTEL,2019-05-31,1.45,1.45,9244,2026-04-08T03:16:39.10826+00:00,5,2,2019,-17.14285714285715
100340,IKEJAHOTEL,2019-06-28,1.43,1.43,137574,2026-04-08T03:17:27.669324+00:00,6,2,2019,-1.379310344827589
102726,IKEJAHOTEL,2019-07-31,1.46,1.46,423504,2026-04-08T03:18:32.379029+00:00,7,3,2019,2.0979020979021046
104694,IKEJAHOTEL,2019-08-30,1.43,1.43,0,2026-04-08T03:19:27.686427+00:00,8,3,2019,-2.0547945205479423
106857,IKEJAHOTEL,2019-09-30,1.18,1.18,201327,2026-04-08T03:20:29.867546+00:00,9,3,2019,-17.48251748251748
109123,IKEJAHOTEL,2019-10-31,1.07,1.07,0,2026-04-08T03:21:39.10919+00:00,10,4,2019,-9.32203389830507
111173,IKEJAHOTEL,2019-11-29,1.13,1.13,324500,2026-04-08T03:22:36.43862+00:00,11,4,2019,5.607476635513997
113009,IKEJAHOTEL,2019-12-31,1.12,1.12,0,2026-04-08T03:23:31.997666+00:00,12,4,2019,-0.8849557522123686
115167,IKEJAHOTEL,2020-01-31,1.12,1.12,90100,2026-04-08T03:24:31.961868+00:00,1,1,2020,0.0
117227,IKEJAHOTEL,2020-02-28,1.21,1.21,0,2026-04-08T03:25:28.472167+00:00,2,1,2020,8.03571428571428
119390,IKEJAHOTEL,2020-03-31,0.9,0.9,300000,2026-04-08T03:26:28.926506+00:00,3,1,2020,-25.619834710743795
121450,IKEJAHOTEL,2020-04-30,1.07,1.07,2500,2026-04-08T03:27:25.479794+00:00,4,2,2020,18.88888888888889
122995,IKEJAHOTEL,2020-05-29,1.15,1.15,108000,2026-04-08T03:28:14.796152+00:00,5,2,2020,7.47663551401867
