year,month_predicted,next_month_returns_prediction,r2_score,rmse,tp,tn,fp,fn,movement_accuracy,order,seasonal_order
2026,8,-5.681628486527776,0.09235391987250219,8.287812219329476,3,2,3,2,0.5,"(1, 0, 1)","(0, 2, 2, 12)"
