year,month_predicted,next_month_close_price_prediction,r2_score,rmse,tp,tn,fp,fn,movement_accuracy,order,seasonal_order
2026,8,4.699691967251307,0.3963521866022733,0.442985604473313,3,4,2,1,0.7,"(2, 2, 2)","(1, 2, 0, 12)"

