year,month_predicted,next_month_returns_prediction,r2_score,rmse,tp,tn,fp,fn,movement_accuracy,order,seasonal_order
2026,8,1.4115330872753162,0.25998172387655116,19.60773970288647,5,1,4,0,0.6,"(1, 2, 2)","(2, 1, 1, 12)"
