,year,month,true,predicted,true_pct_change,predicted_pct_change,true_movement,predicted_movement
0,2025,10,60.5,64.78495182723957,-0.8196721311475419,6.204839061048473,down,up
1,2025,11,55.9,63.20535766237092,-7.60330578512397,-2.4382115295553675,down,down
2,2025,12,60.0,67.03916755604678,7.3345259391770945,6.065640691656582,up,up
3,2026,1,65.0,67.1462933441316,8.333333333333325,0.1597958208464867,up,up
4,2026,2,82.95,68.67215573977423,27.61538461538462,2.2724447168251283,up,up
5,2026,3,66.05,65.61130351251455,-20.373719107896328,-4.457195488166188,down,down
6,2026,4,69.7,67.12010836911868,5.526116578349738,2.299611158184578,up,up
7,2026,5,73.9,67.44716057652715,6.025824964131998,0.48726412301047795,up,up
8,2026,6,67.8,69.90019957821882,-8.254397834912053,3.6369789042614897,down,up
9,2026,7,73.0,70.18745814582762,7.669616519174038,0.4109552896016444,up,up
