year,month_predicted,next_month_close_price_prediction,r2_score,rmse,tp,tn,fp,fn,movement_accuracy,order,seasonal_order
2026,8,3575.2882911312126,0.5649063339650391,398.58739556313895,6,0,4,0,0.6,"(2, 2, 0)","(2, 2, 2, 12)"
