,year,month,true,predicted,true_movement,predicted_movement
0,2025,10,-6.666666666666665,1.2195277934423014,down,up
1,2025,11,-8.730158730158733,-0.7475586493110153,down,down
2,2025,12,21.739130434782616,2.0759280035792393,up,up
3,2026,1,3.571428571428581,1.2189510119598694,up,up
4,2026,2,0.0,0.7575388035931638,down,up
5,2026,3,-3.4482758620689613,1.2794795692274792,down,up
6,2026,4,-13.571428571428578,1.1527498658564708,down,up
7,2026,5,3.7190082644628086,1.0506823024391692,up,up
8,2026,6,-16.33466135458168,1.1457748961852738,down,up
9,2026,7,27.14285714285713,1.1285200654874272,up,up
