,year,month,true,predicted,true_pct_change,predicted_pct_change,true_movement,predicted_movement
0,2025,10,20.45,19.27579987079301,0.20294117647058818,0.13387058063488277,up,up
1,2025,11,18.3,20.870695752128277,-0.10513447432762835,0.08274084043339136,down,up
2,2025,12,20.4,22.10065500476418,0.11475409836065564,0.058932355070648645,up,up
3,2026,1,23.4,24.432137206697398,0.1470588235294117,0.10549380556506693,up,up
4,2026,2,27.0,24.917045454268205,0.15384615384615397,0.01984714818308575,up,up
5,2026,3,26.0,25.92063636200249,-0.03703703703703709,0.040277283660144825,down,up
6,2026,4,34.1,27.423930173273963,0.31153846153846154,0.057996022561976,up,up
7,2026,5,33.5,28.07881112916249,-0.01759530791788866,0.02387990896092429,down,up
8,2026,6,26.0,29.47904263679622,-0.22388059701492535,0.04986790577395417,down,up
9,2026,7,30.45,31.5990702034941,0.1711538461538462,0.07191643205032805,up,up
