year,month_predicted,next_month_close_price_prediction,r2_score,rmse,tp,tn,fp,fn,movement_accuracy,order,seasonal_order
2026,8,1575.5253736751285,0.1340589059665851,265.86733556703723,4,0,6,0,0.4,"(0, 2, 1)","(0, 0, 0, 12)"
