year,month_predicted,next_month_close_price_prediction,r2_score,rmse,tp,tn,fp,fn,movement_accuracy,order,seasonal_order
2026,8,13.789291806046208,-0.14121144352773185,1.0280447061538873,4,3,2,1,0.7,"(0, 0, 0)","(1, 2, 2, 12)"
