,year,month,true,predicted,true_pct_change,predicted_pct_change,true_movement,predicted_movement
0,2025,10,10.75,11.505573801046378,-0.9216589861751112,6.042154848353709,down,up
1,2025,11,10.8,10.802779639300251,0.46511627906977715,-6.1082930230060395,up,down
2,2025,12,12.05,11.1108731715735,11.574074074074069,2.851983864897245,up,up
3,2026,1,11.1,12.605587080164256,-7.883817427385898,13.452713261230365,down,up
4,2026,2,13.9,12.771745922108785,25.225225225225234,1.3181364809735197,up,up
5,2026,3,11.8,10.616770476358363,-15.107913669064743,-16.872990262200638,down,down
6,2026,4,11.15,10.556308431609654,-5.508474576271194,-0.5694956378999305,down,down
7,2026,5,11.6,11.52434864689107,4.035874439461873,9.170253233438409,up,up
8,2026,6,10.35,11.169632889437612,-10.775862068965514,-3.077967947014082,down,down
9,2026,7,10.8,12.573732724654942,4.347826086956541,12.57068919915081,up,up
