,year,month,true,predicted,true_pct_change,predicted_pct_change,true_movement,predicted_movement
0,2025,10,66.5,102.4321661567908,-0.007462686567164201,0.5288383008476238,down,up
1,2025,11,78.9,105.15872759656295,0.186466165413534,0.026618215176653193,up,up
2,2025,12,91.0,99.99182611323508,0.15335868187579216,-0.04913430964237675,up,down
3,2026,1,92.5,127.57226378850108,0.016483516483516425,0.275826922532975,up,up
4,2026,2,96.0,133.7843732690556,0.037837837837837895,0.04869482829632488,up,up
5,2026,3,99.0,129.20966189976292,0.03125,-0.0341946615849702,up,down
6,2026,4,181.5,147.90750795142063,0.8333333333333333,0.14470934895072274,up,up
7,2026,5,183.0,157.38499587500897,0.008264462809917328,0.06407712532551879,up,up
8,2026,6,185.0,158.2159813461377,0.010928961748633892,0.00527995357186839,up,up
9,2026,7,199.95,190.71638220762625,0.08081081081081076,0.2054179393571225,up,up
