,year,month,true,predicted,true_pct_change,predicted_pct_change,true_movement,predicted_movement
0,2025,10,10.05,14.450957994595962,-8.636363636363631,31.372345405417846,down,up
1,2025,11,9.2,14.001548768206032,-8.457711442786087,-3.1098922753632685,down,down
2,2025,12,8.7,15.166323309898349,-5.434782608695654,8.318897866050534,down,up
3,2026,1,20.8,17.127377937226754,139.08045977011497,12.93032323825325,up,up
4,2026,2,31.95,17.64660242314443,53.605769230769226,3.0315468475132334,up,up
5,2026,3,28.15,18.46639728475789,-11.893583724569645,4.645624364145351,down,up
6,2026,4,28.15,19.222824288512747,0.0,4.096234864280812,down,up
7,2026,5,34.0,21.238437025500424,20.781527531083487,10.485518187835563,up,up
8,2026,6,24.55,22.397080610523535,-27.794117647058826,5.455408906182502,down,up
9,2026,7,20.0,24.78560590734028,-18.533604887983714,10.664449257259312,down,up
