,year,month,true,predicted,true_pct_change,predicted_pct_change,true_movement,predicted_movement
0,2025,10,5.4,8.02697638852934,-32.0754716981132,0.9682564594885479,down,up
1,2025,11,5.4,8.012569101650769,0.0,-0.17948585097570247,down,down
2,2025,12,4.9,8.630700200536909,-9.259259259259256,7.714518165700324,down,up
3,2026,1,7.3,9.392410371730602,48.979591836734684,8.825589506009113,up,up
4,2026,2,8.65,9.982856824175435,18.493150684931514,6.286420940698756,up,up
5,2026,3,17.15,10.738945552692472,98.26589595375721,7.573871305917357,up,up
6,2026,4,13.85,11.695371955499597,-19.241982507288625,8.906148169894855,down,up
7,2026,5,16.95,12.05729283096797,22.38267148014441,3.09456490007729,up,up
8,2026,6,11.2,12.634346798256757,-33.92330383480826,4.785933089446748,down,up
9,2026,7,11.2,13.352039495123588,0.0,5.680489132733446,down,up
