,year,month,true,predicted,true_movement,predicted_movement
0,2025,10,-3.5820895522388096,5.803825001474,down,up
1,2025,11,-18.885448916408663,7.5751503373716425,down,up
2,2025,12,-1.1450381679389388,3.5119173942382247,down,up
3,2026,1,46.718146718146734,8.814076995923392,up,up
4,2026,2,-1.8421052631579005,4.345139661360972,down,up
5,2026,3,0.0,8.004300883593388,down,up
6,2026,4,-14.209115281501338,-0.2278087909498261,down,down
7,2026,5,28.750000000000007,7.9660807222765175,up,up
8,2026,6,0.0,5.79013296225984,down,up
9,2026,7,-9.951456310679616,9.72330580700519,down,up
