year,month_predicted,next_month_returns_prediction,r2_score,rmse,tp,tn,fp,fn,movement_accuracy,order,seasonal_order
2026,8,6.6614917676993155,0.06091372597128464,18.431183927569315,2,1,7,0,0.3,"(1, 1, 2)","(2, 0, 1, 12)"
