,year,month,true,predicted,true_pct_change,predicted_pct_change,true_movement,predicted_movement
0,2025,10,7.5,7.7495545004805555,-20.969441517386723,-18.33978397807634,down,down
1,2025,11,7.35,8.634029967119657,-2.0000000000000018,11.413242742976436,down,up
2,2025,12,7.3,7.639336210519529,-0.6802721088435382,-11.520619691941626,down,down
3,2026,1,8.5,8.269532225700152,16.43835616438356,8.249355674552316,up,up
4,2026,2,8.4,7.528418236339973,-1.17647058823529,-8.961981997687074,down,down
5,2026,3,8.75,7.949045659613446,4.166666666666652,5.587195212442997,up,up
6,2026,4,7.05,7.366080732803133,-19.428571428571427,-7.333772527841553,down,down
7,2026,5,9.15,7.505840421806257,29.78723404255319,1.8973412602000916,up,up
8,2026,6,6.7,7.024733907046424,-26.775956284153,-6.409762101550998,down,down
9,2026,7,6.4,6.726703740349718,-4.477611940298509,-4.242583002293587,down,down
