year,month_predicted,next_month_close_price_prediction,r2_score,rmse,tp,tn,fp,fn,movement_accuracy,order,seasonal_order
2026,8,171.7316211504685,0.7015876293851773,14.894236191007428,7,0,3,0,0.7,"(1, 2, 0)","(0, 0, 0, 12)"
