year,month_predicted,next_month_returns_prediction,r2_score,rmse,tp,tn,fp,fn,movement_accuracy,order,seasonal_order
2026,8,3.3556740505167557,0.2298456190772904,8.908957648295447,2,3,1,4,0.5,"(2, 0, 2)","(0, 0, 0, 12)"
