,year,month,true,predicted,true_movement,predicted_movement
0,2025,10,30.000000000000004,4.076457690172228,up,up
1,2025,11,-30.76923076923076,-0.7804290576078694,down,down
2,2025,12,41.481481481481474,10.11767931042532,up,up
3,2026,1,-8.115183246073299,-1.0153691696932228,down,down
4,2026,2,-37.03703703703704,1.2067844937711514,down,up
5,2026,3,-1.8099547511312264,-1.5955436148054143,down,down
6,2026,4,-4.147465437788012,-0.2720070491423294,down,down
7,2026,5,19.23076923076923,1.6016870741444404,up,up
8,2026,6,-22.983870967741936,3.452592329637507,down,up
9,2026,7,4.712041884816753,5.703494996880167,up,up
