year,month_predicted,next_month_close_price_prediction,r2_score,rmse,tp,tn,fp,fn,movement_accuracy,order,seasonal_order
2026,8,128.59909218029125,0.29961379344902705,25.083719804573967,5,1,3,1,0.6,"(1, 2, 2)","(0, 2, 0, 12)"
