,year,month,true,predicted,true_pct_change,predicted_pct_change,true_movement,predicted_movement
0,2025,10,42.0,46.98871954796521,-2.0979020979020935,9.5308147971217,down,up
1,2025,11,40.0,46.3030406893112,-4.761904761904767,-1.4592414206011317,down,down
2,2025,12,50.1,49.430721058858,25.249999999999993,6.754805565650046,up,up
3,2026,1,68.75,53.68475116213997,37.225548902195605,8.606045010382557,up,up
4,2026,2,90.0,63.16637272272995,30.909090909090907,17.661666218687255,up,up
5,2026,3,100.0,62.887683820243055,11.111111111111116,-0.4411982047951457,up,down
6,2026,4,98.7,75.31829170059484,-1.3000000000000012,19.766363022500876,down,up
7,2026,5,136.5,88.28487290486511,38.29787234042552,17.21571335661065,up,up
8,2026,6,101.2,123.66710175940445,-25.860805860805858,40.077340194697754,down,up
9,2026,7,102.75,125.69261755966576,1.5316205533596916,1.6378776339417866,up,up
