year,month_predicted,next_month_returns_prediction,r2_score,rmse,tp,tn,fp,fn,movement_accuracy,order,seasonal_order
2026,8,0.0003275650022420646,0.04892458843671599,16.656261229895925,2,2,3,3,0.4,"(1, 0, 2)","(0, 0, 0, 12)"
