,year,month,true,predicted,true_pct_change,predicted_pct_change,true_movement,predicted_movement
0,2025,10,1.64,1.6436629883218175,-4.651162790697683,-4.438198353382705,down,down
1,2025,11,1.6,1.6512371491301827,-2.4390243902438935,0.46080984132266245,down,up
2,2025,12,1.58,1.6892192941387107,-1.2499999999999956,2.300223503845933,down,up
3,2026,1,1.75,1.7387479694812993,10.759493670886066,2.932045324987942,up,up
4,2026,2,1.66,1.6600255600692975,-5.1428571428571495,-4.527534225416585,down,down
5,2026,3,1.53,1.5967070889823836,-7.831325301204817,-3.8143069968314625,down,down
6,2026,4,1.39,1.5084927791297948,-9.150326797385633,-5.524764714911468,down,down
7,2026,5,1.59,1.510050672375607,14.388489208633114,0.10327482288055023,up,up
8,2026,6,1.54,1.484101257329326,-3.1446540880503138,-1.7184466403009857,down,down
9,2026,7,1.44,1.4507626759126888,-6.493506493506496,-2.246381859188684,down,down
