year,month_predicted,next_month_close_price_prediction,r2_score,rmse,tp,tn,fp,fn,movement_accuracy,order,seasonal_order
2026,8,1.5297062341816856,0.5655752837899167,0.06543462388496309,2,6,2,0,0.8,"(0, 2, 0)","(0, 1, 2, 12)"
