id,symbol,date,open_price,close_price,volume,created_at,month,quarter,year,returns
45363,DANGSUGAR,2017-01-31,6.32,6.32,627181,2026-04-08T02:43:03.07753+00:00,1,1,2017,
47184,DANGSUGAR,2017-02-28,6.02,6.02,69494,2026-04-08T02:44:45.006295+00:00,2,1,2017,-4.746835443037989
49300,DANGSUGAR,2017-03-31,6.52,6.52,1940752,2026-04-08T02:45:42.281198+00:00,3,1,2017,8.30564784053156
51128,DANGSUGAR,2017-04-28,6.2,6.2,296007,2026-04-08T02:51:55.619599+00:00,4,2,2017,-4.907975460122693
53050,DANGSUGAR,2017-05-31,7.03,7.03,14426283,2026-04-08T02:52:57.421655+00:00,5,2,2017,13.387096774193541
54890,DANGSUGAR,2017-06-30,9.0,9.0,3046348,2026-04-08T02:53:53.827964+00:00,6,2,2017,28.02275960170697
56720,DANGSUGAR,2017-07-31,11.97,11.97,3487938,2026-04-08T02:54:52.464984+00:00,7,3,2017,33.00000000000001
58836,DANGSUGAR,2017-08-31,13.5,13.5,614560,2026-04-08T02:55:54.947048+00:00,8,3,2017,12.781954887218049
60492,DANGSUGAR,2017-09-29,13.7,13.7,1097645,2026-04-08T02:56:47.398677+00:00,9,3,2017,1.4814814814814836
62424,DANGSUGAR,2017-10-31,15.0,15.0,850879,2026-04-08T02:57:47.538171+00:00,10,4,2017,9.48905109489051
64448,DANGSUGAR,2017-11-30,18.05,18.05,2615188,2026-04-08T02:58:47.226359+00:00,11,4,2017,20.333333333333336
66104,DANGSUGAR,2017-12-29,20.0,20.0,3112706,2026-04-08T02:59:41.445401+00:00,12,4,2017,10.803324099722978
68036,DANGSUGAR,2018-01-31,21.0,21.0,965785,2026-04-08T03:00:41.874276+00:00,1,1,2018,5.000000000000004
69600,DANGSUGAR,2018-02-28,21.55,21.55,3112027,2026-04-08T03:01:33.916623+00:00,2,1,2018,2.619047619047632
71440,DANGSUGAR,2018-03-29,21.8,21.8,875277,2026-04-08T03:02:31.326472+00:00,3,1,2018,1.1600928074245953
73201,DANGSUGAR,2018-04-30,20.5,20.5,3975652,2026-04-08T03:03:29.288658+00:00,4,2,2018,-5.9633027522935755
74968,DANGSUGAR,2018-05-31,17.45,17.45,588095,2026-04-08T03:04:33.384321+00:00,5,2,2018,-14.878048780487807
